phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label
d31d4f42929daabbac9e98ec05fff5b48ac9913e9cc04bbf7182f998369108a360468fca0f5fa4cd37089ea4d05761505700a33d3a94711787a7bad881f73b06,凉山,宁南县分公司,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0
e3b8cdd1f4f7cc039f5dee71b276c9c7cb9d49e240328707745a7181b8e1d9cd1d1060998aa91bc1d08205750df86228bc7a2055dcca2f798674e0f7b8bbc5b1,成都,成都直属部门,1,89.1,89.1,89.0,89.0,118.7,118.7,118.7,118.7,0
b3d9bd38a4f16886c61eff376b953c14e781e0a20180afd91c6263b6a5aa8f3dbe9b0557e0fc4f0d051710d32b489fdc0cebab43394c366f702637bd1d05e588,遂宁,大英分公司,1,2.99,1.0,9.99,29.16,15.99,25.98,10.18,1.0,0
08f20e70410734da6ede687218b0fba1219809e4922b3d4103b44d5ab4b02852165f1778b3359e2f870c0b0baa3edbced84f470958c68b27ef06c37d156f357b,阿坝,小金县分公司,1,25.0,25.0,26.0,25.0,25.0,25.0,25.0,25.0,0
ac4b3a6da7793aa471d02d8668b30029202226cb17e13d8b68fb4ba48d483dc875210072f34b36b4c7a82959760a415fc2008468f0e6652093493f982b9e4ca6,达州,大竹县分公司,1,29.72,22.84,18.5,16.3,16.9,16.0,16.1,16.6,0
c4bdef9b0a4480c7013e21344d533782b29cdc2ba242f86511ea4f4158c83deaaaba767086a91518fc000354660e265b226b6cf1497c6330173c3f5bce353fee,凉山,美姑县分公司,1,69.65,62.98,75.52,55.1,59.75,68.04,66.78,55.0,0
cb9bc8e54ed691e1b3e008aca946d4cdaf64ee82cbe47928ff31d261f96a4f2ea3a4a386d1acda479fe2fb14bfb82ec346b3b4bb2da77970fe49f1c3d5651356,南充,顺庆分公司,1,,35.39,71.5,71.5,71.5,71.5,71.5,71.5,1
edb1099e80ce723e177dce192559efd0dcdc6216418101e8633c92e82ae0bcaaa2b6b4675a1aa60b1f3525a382e292e8c021368f0d1eaf7b0a526477e633b7a1,成都,崇州分公司,1,,,,,15.11,20.57,10.0,10.57,0
8aac8be533ed7f96a69754d68492694a331a3e0cf0c69c46083145ba17a196e176f9699f35095561b47c7d8621feeb21512f8fe12dd005631d53090031b96c45,成都,温江分公司,1,17.3,17.0,17.0,17.2,17.1,17.1,17.2,17.8,0
dbaa1c80d7fe0be0c591b0f01724acdde30a79999dc4280fbd16983b8432638dfa9c38c3cedbfc4bac249dce886b38d7fc0356deb266e3fbaa4c2d0fb9c6a744,达州,宣汉县分公司,1,56.45,40.56,20.93,31.54,26.69,49.19,14.4,36.93,0
370e9ea15f8826b28a56efcc0404bb8aa88ad808aa07b309af1be40b4bd898ba103ad6ba07bef85ab171a582f2e5fb20aa6e9aa20dc70963e5abc8af870bfbe7,自贡,富顺县分公司,1,98.45,92.09,91.93,96.24,91.79,111.02,91.79,95.34,0
ba847fabdfb3fb6a2577681415f03fd01d30efc57214e1b2697d281367860be945fe83074034e45a1afd83af92535083b2e5df6c50bea3ad58cb33bab18d0a6b,成都,都江堰分公司,1,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0
0251387744988114430181c3e680a3733001a26fe686bdc1e64dfeaecd5d9e6f137df7f2a8d0a5871bcf6f371cab5bd313f18abcdf4cc03a9dfae17de2da6545,成都,武侯分公司,4,,,,,,,,12.27,1
057b3e22ead2e1f5e18e95272ff107780a274e5810ba113dd26d4c3b47476a8c477c4796b820d5a1a67663a5022d9b65ae965aa00cd5f3203fed0849fcf37932,成都,彭州分公司,1,9.0,37.12,67.52,71.51,86.9,68.47,37.31,32.94,0
f86eb91a5bf021472225a3860b88385456e8396a280b86cb4d42144192f9ac4d4a07c174ef4c89d7879adf5b9dcbe0e0e6f517f3262d519fa029403aea51f3c0,泸州,叙永分公司,1,23.28,21.0,21.0,24.42,24.04,21.0,21.0,21.0,0
7024281e02d190b1b8d792e4c65fe6853c5661a5f58375880cdb76cebae62cb7adc0c476b41b2cf0f182a41bbbc70eff43f1b1de81fee4f57e043131df2854e2,达州,宣汉县分公司,1,70.3,70.0,70.0,70.0,70.5,70.0,70.1,70.3,1
ad9cea9e2666ed81a2d43224aace091fd611671f235daed47a925334768f8d32e3e4d3588e02fa14e5159cf8982b16999bf0c64d79388a45c33946b7b7f79acc,宜宾,叙州区分公司,1,69.0,69.2,69.0,69.1,69.0,69.0,69.1,69.0,0
64283abfef44e307c99cfd657320fc3d334ab808f1760ea55d4b216ebd46fae25ac42f9876e9197acb2b0e8e8845b19127a6eeff38f24cb32ac79dcf60371ec1,成都,新都分公司,2,8.0,8.0,8.0,8.0,8.0,8.0,92.0,8.0,0
8d33272d6866987871c088a8de78d5ce5ae74e84093543bc11557b176538670da5c50cd02d37b881f626e531f20addaafda1ac61bc546fe38278a5342b35fc44,德阳,罗江分公司,0,1.7,1.7,2.5,1.8,1.7,1.7,1.7,1.7,1
5a0112c059fe4f5b0c1098c09f95d5a427a8b95e7b06d1baf9d2103fc4a1a5ce17284df22a6e808a759b241da25c42fa7dba07d0fab127a77403545b4f7745e2,成都,锦江分公司,1,11.33,11.21,10.76,10.48,11.07,12.0,15.42,11.23,0
9f541fc60cade7b3789d492d30a839c05dc993b1ea54d9ecbf5b144ff6f6f6ab501aade77d34a7ad73528683490acf646958d2937ca1205f4c7de27782db9611,德阳,中江分公司,4,,,,,,,,47.87,1
f6d42c3bc048ec449c449d98a188a51208cd87d90ed1bc056ace0df86cd00497608b2c473efcc476604420ec713c8668631e960aace82071e588a0d0efe441cf,泸州,古蔺分公司,2,62.0,62.0,62.0,62.0,142.0,142.0,142.0,142.2,0
35e64a4d264a1ddee0d45079ee90fad25dc8de9343069620d81a2d9fb1bebf57dc8e7a6b1d5e2e4a0395de7d700b674d9b7512011192bedcce42305c5b3b4c2d,,,4,,,,,,,,,1
422a564e3a6e2c18f853d9a252930710aeb3019d679c778404a1a5c600f4d95475aaef8ee6a5304a006940fce94ad216cedeaf743c1e998fd664911d5bd345d6,成都,龙泉驿分公司,1,52.0,52.1,52.2,55.36,52.2,56.56,52.1,52.0,0
17e25c8be623026f0d885151377c07da4e1ccdfa802753fd831704eaa519432c238732713c2d06f96f894718499941acee00d5e195081617fa5a0f8d3900fdac,成都,大邑分公司,2,70.0,70.5,76.76,133.94,140.41,210.2,210.0,210.0,0
ea003c4562305949d80ec44e05b5858ffb4317f09cc60902a8b1481c2f2b46bd6a09a6d89ef92f424d51d86cafc8c17d95a1e44b6ecec10bf53de5f7b5864f62,巴中,通江县分公司,2,22.28,49.36,21.84,30.88,20.48,52.08,20.01,22.68,0
ee6f88a315180e9d40d043f87fa79d0c38e8ccaa40019e4f148ea9372445e27016970cc16cf7b6acfd71ba3f506746b3591cae57d0b90eb1964bb8bc1f1ef895,遂宁,船山分公司,1,54.1,58.09,54.2,54.0,54.0,54.0,54.0,54.0,0
c0577b79b1c9175f0b8a4a7a16190c866dfed240d1ffdddea2ca38ddda9ab70872a693e9eeb63665491a21011f4ac0d0ad20f1fbc90ece16475a8f4ef4bf00d9,成都,青羊分公司,3,219.75,219.79,173.33,159.57,166.01,201.96,187.19,183.38,0
6b596b4f929231e35e9133a2591bd64d51bdb3d6c56493109988ee8794b19e490acd7d43c8b1c7d309c47c1fa3b18e51586f835b7a1cc968e3d9c03b9d34dcb1,泸州,叙永分公司,2,18.1,18.1,18.0,18.0,18.1,18.0,18.0,18.1,0
330eb75f0d01dec320795e1250b7b01c931015761bbb4858e37812d8240c46218493e4f65a184a37d5a23b96ac1fc7f04cdb4c5cfeea76138a9e85dcaed8a43b,成都,武侯分公司,1,9.15,9.0,9.54,9.0,9.15,9.0,9.15,9.0,0
4c509ce3fdf2d9c772f0817a49b1172db188acfe084fd13cfbbfcccb66daed69fd8c433bb6a5928733d87018c0b41afc9efd38c445aee6ffa83493d023f8b767,成都,龙泉驿分公司,1,324.88,404.12,282.3,304.1,262.91,290.63,416.2,595.98,1
a5e1637987fb74db70a352bed1708802d330f8d1f8e294d5a24280299606f13e9b5fd9a2c7d81535c9d2bbccd5fc92aaa1cbacabfd89fef95a45ef9e85cb51d2,巴中,南江县分公司,4,28.2,27.5,28.31,28.54,29.84,27.88,27.49,27.5,0
7a93310ad356474a87415eefe5dffc6a492180d2d1a23fcbd7ce12ef081e810a17ffe2110aed128971d7cd2ed24c7c1987723fefc68a1d57c30c2d288193ee8f,宜宾,翠屏区分公司,3,,,,,,,,1.0,0
b5797297e52ad7c4cbc47613008e250f2f9385b20c30484aa69bbfacaa137f185b752ca04235ed3ab96434bae516a99275dda4038bc64adc64729498102050c0,成都,温江分公司,1,123.03,202.96,240.35,200.9,202.39,200.4,200.4,201.7,0
eb0090b9afbe66e97193f533131292de4cc7d5b66343746b692c32e5c896e5d47cf6703b0ce70887740a7c9b301896bf0b3bad7529fd9d201f721d0d0a68579d,天府新区,直管区,1,50.63,33.32,25.72,18.88,35.94,34.65,51.5,48.44,0
51953e3a589cb614bf6db8bec5d2cbe66a70959d1c182378b0fad00721289f08fdef54643b7ab984c8fef85172ff13afe00589e9663ddd197d1f90d2a0d94c11,天府新区,龙泉驿分公司,4,,,,103.27,,,,,1
c51f42ca5464d62a5e55e044cdc61c324c720a834d6b51b6c3286d5eaba8c11ce84a8dc85fad37691bf14f99924174bbcc925526e944cb484a4b106930a0b566,达州,宣汉县分公司,1,180.21,124.58,97.48,79.51,180.25,24.03,5.43,77.62,0
b4eefdfe2860356a3c77fa448857d6a4bff38bf6f3c2637e34d69a9c63be757f30401947c5bc667963f70c3fb881501c9b8e76562b0e6c4bba0ef29907d67936,成都,金堂分公司,1,211.7,211.75,220.55,211.65,212.43,211.75,211.13,211.94,0
801feb3591a27b03d718a210737df2f38376fabfd76b4ba51e95d65816b70a339cb861f4795d518cff9c282224ab1c0db135a2a1e9f6f4be3f3e971ecc401fab,乐山,夹江分公司,2,,,,,,,,98.42,1
9aceeea01407ce233b4a93bff1b260e778cff572f6b6a8fa0d90c264b03d0b609e12ddd051c900427df12c0295f5454d1eb7596e2bf1eb70f93ca57ae74439ee,甘孜,康定县分公司,1,,,,,,,,52.55,0
d878d6d95d0a00599450c214a31a3b8ef3515a490290d3f6433ed1558b271491b3430c378c3bb8b20d88b7371db38a21a83eb706eab987d1d0dde221046cef3a,天府新区,直管区,5,,,,68.02,,,,,1
ab5cb2a48f519fac72e78777c324c44c351daeb2d73bbdb1673756c948ae07b158af3e1917a2ab12fa5f06d171b4728cc09b3c64b99b06f5fe91bde5a7621553,天府新区,天府直属部门,5,28.97,,23.0,56.54,607.54,23.0,23.0,23.0,1
3390244c6acc866782638d5a5834c7c17409743abb8959ca0f716f30d39a3d687fd8cd8c404e90f66903dc5dd3c7af1ee95b3031ca610a7f8be3e70ec7382ade,乐山,嘉州分公司,3,20.0,21.0,21.0,19.1,21.1,16.1,16.1,14.0,0
f82125ac22bcdd9ad6e9a2ccb37129587ae35379e814ed9bf02ce7abab7a61ece4cada5346e382380c2c23d0ab7dd0fe319cd1f324bf7fc42320c837159bc595,乐山,夹江分公司,2,,,,,,,,162.97,1
a41fe8851e1e0bcaf2c2f3d431cde23556946773f2aaa047496b2b2e5304a950fb8fafe1656da93f58daa0b9e6a58b4ee417cdaf5471b2e267158ea99bd69a66,成都,青羊分公司,1,101.2,101.4,102.0,101.4,100.9,101.1,101.2,100.9,0
35dc0b0561753430e78befa7dd71e0a250031b7535550640c4007896daa2759a01daa924fb37f42524a37c8c2723333d454b9f6117ed7ef5342bccd6919c5eae,成都,蒲江分公司,1,24.58,26.82,23.9,21.02,15.26,19.94,19.58,21.92,0
a60b7c8a4e84602b6e07a1cf9b56f7a85c25a2e788f2da1a31e3a3e21716db17ab2b9460aa2466d69a74003dead42e3171b7ef6cddce0daf469926686cf43c32,自贡,自井分公司,4,,,,,31.52,4.58,1.25,1.22,0
b19e2a1155e19981f30cfe7c2af0f503ce6bb9db7c0af289699e4044b366a6c5bbbb3ee527037ccd49f62856f12fb74b0517d3a17ab043348ab8575cd13edcb3,南充,嘉陵分公司,1,2.4,2.0,1.8,5.6,13.8,3.7,14.6,1.9,0
d16f70ef6f22c2150b980eed172c3e432a38d52dded197cafc194c3fe0f8ca1501ec9de89bf2f5094eaeeef5f8b604ac0289e2951eb8434dc3ed17bb1d07add6,成都,天府新区分公司,5,,,,54.58,,,,,1
863b82930414fce2972e159bb82f213a580d0e08523654a4f830e02162cca36b581afad0b10cf5fac6ba6d9dce7d0ca4596ac63c625b09bcaddd9ed2087790de,,,6,,,,,,,,,1
cbc3aa84968242a21ec04d7a987afccac100e749081a8bd3d379ee2fe8a6bbabf714e1485ede3d9ddfd6ac060f80918ebabd4716365ea9e1eea42b10bf012787,德阳,什邡分公司,4,9.0,71.0,71.0,71.0,140.69,71.0,71.0,71.0,1
a07fe4d9db7b41b0495eb0d5dd3895258c0d6d74de18c7c0dc101be1de1541f9204dfb9a32cfd207256f0473cd9408be49623daed9f0a3aa59fe97df3cad122c,凉山,宁南县分公司,4,12.0,11.5,11.3,13.6,11.4,12.1,13.4,11.3,0
e8195c94feba04b2c9acd63cde071dd46c0c56524e4a26fdf6cce079aed235ba941f0dcb6b5278cdaac348bd8eb206535c44c5c2f18aaa407bddf868fbc970a1,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
5e247f258c276230ab314ecfa5b484716ade6602e01ecab20a5e9642108e66fd5138b3ec9cf84465fd7929b562541bd22757031a83272abbf33ac3e64f8588e3,成都,双流分公司,1,268.09,258.09,166.58,139.95,178.78,161.23,159.0,159.3,0
5d5d9a1d5c69f60dfd52b3266023a07d4e8316d28cf91acaa4eadb0fd069d6aff567406ab2596c5cb0a976bb579c173a87c9aa076960fa6e6c0aa14754737f7d,乐山,嘉州分公司,1,69.6,69.78,69.3,69.2,70.43,69.0,69.1,71.3,0
7de742d99f704183a4270f92b66e837e434f5f519100844e04124ee22c02e48bf43690f110494ffe95c5a6b12625b501f5b2a3fd9cf6ff9dfd337492c4ae694d,天府新区,双流分公司,5,,,,57.05,19.0,19.0,19.0,,1
aa16983a39c0a9a61a0d46bd841cca3f8dc15f4e9bf5b2e4618ada5698f71e5f09e9d3021162a011f9c55dc3b51aa15269e7b69841daeea7057f12a0d63673de,自贡,荣县分公司,1,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0
1e9d9889f63f8fb3faad3b4c9e427bc6cc44397e0be689d359a4a12301b517d6169334541497f95de4d1473fc277d6e922592f286e55c63253c97f6cc57d287a,南充,南部分公司,1,383.26,348.77,348.12,294.28,293.94,301.42,294.37,292.74,0
66ec12cd5b4d2dae3261b022917e9b2860e9a3dcc7f49d0151b456287a17f8767c039423b03c5c9fa951758270b562ae6ef984216fa32596d742d80d6ef40ba5,德阳,什邡分公司,1,19.6,13.0,13.0,13.0,13.0,14.2,13.0,13.1,0
5ce75dd31dfe4f60534506c4e81f3d1cc505ede76a523de152d7a8f854beafc8f297b05e6830ce63ce880685401a9a8a8314a33093d9cf662762bbfedbe9e458,眉山,仁寿分公司,1,84.6,88.38,89.5,89.5,90.9,74.0,74.0,74.0,1
467688d3b60fbaf4017b75532e6d931d1bfe6dd535101e5d574950aa27ed60cf6d0d9e261b8c3cd71dcfe4a215f0079f1d3ee98ec73c05a05596ec89d2058512,成都,新津分公司,4,42.8,42.7,52.5,43.4,42.3,43.0,42.5,42.1,0
c20a75476bce23432729f8264298f992e678a87e92e82195a5a8ad00006c70801f0e7bf081792398b20ed230057dd80728d5d97ca35603d599233d86475c7d9b,遂宁,安居分公司,1,19.55,17.49,15.54,21.27,15.25,15.06,15.1,15.06,0
175b2ea7bf498315590cffa8f89895b6c117be4800bd4e2e1300762e7868996c2adeeedc5f96bc9016ff386ad02fa1133b95254783d115c5b78fe4bf5bd7ed91,凉山,雷波县分公司,2,121.1,120.3,121.0,119.2,119.5,109.5,109.4,110.0,0
81ff703032f406e9351285b9d2b09ec4eb95d76cd5a43097712d111ea2b1053138188e468f330db22f6894869c896b0d4a20cbda801477ee7ee85f7e70e6a2bf,阿坝,茂县分公司,1,109.4,110.3,110.0,109.5,123.87,110.5,109.8,109.8,0
f51a9450ac9c130786da5b128541fb2051ce6ef316da35ffaae4ac4511ccf97f6c8ff4fbd6c989b47a55fefbe6a4d551e8c05cfcd1b6def6ea8caa3ebd71dc00,南充,顺庆分公司,4,,,1.59,81.7,,,,,1
4ef85efb3e5f62d114b2dbbf9c1fb134f4ab958e86f5071ff35746afccaac5451b502ecbddde5ef10d3474a8a51fc660412eec2fcb268aea6957f852d149c32b,成都,武侯分公司,2,205.92,174.4,174.2,174.0,174.0,174.3,176.1,173.9,0
4bba21b63a89a1df3ee469dc10f8b7e8979af21a9521d58e33d5b4d383039595145c9d0c9ca531ce66d673dfcff125b24272ea5ddea1a2dba8ad1e4d2b13bf01,成都,成都直属部门,1,50.0,50.0,50.0,64.39,50.0,50.0,50.0,50.0,0
d31c82583de50582c46a9f886ad40c56c339803c1945497af3602172c1f0932b482981017a5173c6060f357817e6485c09e653728ae636e989716bcb74e69b99,泸州,叙永分公司,2,160.9,161.0,162.08,161.0,161.0,161.0,161.0,161.0,0
e6e7afe093476b008424cc6d7455c2f64f8619be09e4de9fc14ea0fafab2a1aa9ef6a01b13d2b56d7fb1bdbdc351d3344dc13ec95c7f6a7b1155c5d798152d47,,,1,,,,,,,,,1
7d889e453391617ebf5f543054ac11b4bf807b7b25b5d3ff86f2b27bc8db63755c608bea4fa9c15ed1a7bf905049851c4aa0e7fc5805a0be0c02151b1723af42,天府新区,双流分公司,5,,,,,71.39,,,,1
97b8c57398f5ba97cd39457511003d8ea2f1be499e07bf4cc0c77cf5b726a4aa525662fd91ec1d7bd7714de8ea2ddd4b66a0a66245f4199647158dd8733e511e,自贡,富顺县分公司,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
86ea3c580f126ea0114cf4f45967fb4ca86f886582673f3c22b85748912c8ed3ae2abc9aeca10d0cdb421d42c81f7c2c9faddc3641e04d2233ed028777f48658,成都,成华分公司,2,,,,,,,,23.09,1
0834a07184e1e12bb566e9f54e644d2faef1099fae881d68d3d351480eea2ad979761960d3da8e05a4f09606f04899e61ec7c6832284ba593c67b644bd3357e5,成都,新津分公司,2,59.0,59.0,89.0,109.0,109.0,59.0,59.0,59.0,0
e9fa880817e411fda1613fa3e1a3428910a634b5d3349acd28bea439069b5c3101c7648caf79134839c485b1d05106cd4e15f3be3152cba4d2282a4f52e02c61,成都,高新分公司,4,72.0,72.0,72.0,72.0,72.0,72.0,72.2,72.0,0
0095d952f3b2e9f77b13480172a79b558c8c39d650e46559c0d9b0b3a471391216c6073bcd1660b729a8e6953b959d3de7fc6f03bfbf0397a03f39b02569746c,绵阳,平武分公司,2,49.05,41.62,44.5,39.16,34.76,40.36,36.59,46.0,0
a07528a0b02bc9f91e8d5fba4f19757ba0f971bb86b39acbde527e405d11251fed8a25adc8fe5052d42dcf614f534af23d9acced9c6e04247ad12d4394d4d5c8,绵阳,江油分公司,1,10.82,10.26,10.46,7.79,7.0,7.0,7.0,7.0,0
1dc227431f96b178130b8f1234226d2be587542bbdd1f2a329c68fd4fd929c60faec909645d7c1f2760e55e0187301e7199e9046a32394b7635493f9856e855d,自贡,大安分公司,1,24.0,24.0,24.0,24.1,24.0,24.0,24.4,24.1,0
d2d97b71f1b51513621aaa19eca1aeb235406a2333dc946a1f9fc1d7c7976a2362824d27c8c125acb17c6f34f50ceb26eddbef351d311200740665dd4a1c7c98,成都,武侯分公司,2,89.2,89.1,89.0,89.0,261.06,89.0,89.1,119.4,0
0d4ba1738061180e20ef12ec6c04c423df25ede558f1567bbe12422bb62957eda681d1a0b607a5e9d43a278813434a334058d4b941a9fd5c3435b9b528e87c10,成都,青白江分公司,1,11.0,11.54,12.67,11.0,11.84,11.0,11.18,11.0,0
23d9d7f2c9d6a9b5b5b4688b0a571ee1f68770604a6b8cea47f72812a041fbf207d2191c48bdfa66eaa105477ae1cc756f8ecc1cc0bba9cceaecfc6a321ebde9,成都,武侯分公司,5,,,,,,,,74.25,1
13bffe608e3fbfc67efbb3c4b6370b87a9777cfd6cf55213dc7da4a042ce98f068a27fd810d14dc2235c600c34a60427d5dfa4af3d5066dfee998cbddbe140fa,成都,龙泉驿分公司,3,8.55,6.66,7.8,12.79,8.32,7.07,6.03,8.06,0
9a3d6fe435c03524dd37ed87f8467b78c50cfb7b1e8e754aa8de3245df605ee592ac578238e957d2ea8ad1511a222a23722e4f2aa2adcf86463d208edefc8e4b,巴中,巴州区分公司,3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0
fe2efce8c89a4c7d03178e64091d17f423dca392123129d0ded7528b22dae9b39404d3d3536efab37c7b81f27575d5847b389451c45e47715cfaad2b45ce6079,成都,武侯分公司,3,3.1,1.0,1.21,1.0,1.0,1.0,1.0,1.0,0
3f74012b3427f039334aa0da40866f278adfd83b9f69ea3a215e8cc7c6a3da3e0c84f9358108c931c279d1b143e4401625eeb982de58058fb6f96cec1c20c6a9,,,4,,,,,,,,,1
7105f4cca88a643d2f70897c0ddba5c7c6eb0e6462bd82cce600544eb89ee727c32f92f8e1cd2b0d2062a7759a23160a5873d0e383572c4a0af5d1f1c9c58ea8,泸州,合江分公司,1,66.5,68.5,68.5,68.5,68.6,68.6,68.5,68.5,0
2ec876798d5037859c34cb08c0cdc4070684369acc318085c90a72d4d62c95985885be1b911791ae64f9be0fcd438a84be7d38d4ba52b4755492210a3aec1792,成都,金牛分公司,1,19.9,44.5,40.5,30.75,157.25,56.0,50.25,43.0,0
1bb29f8e0e537bd461b502ce113eb7b43e58489c66f67a89d69ac9c385c256970f6db052d35cf0ce083b6ddaa5b2d530ceccd7165439ddaf0e37ac7405fc8ae1,宜宾,兴文县分公司,4,,,,1.32,19.0,13.7,13.9,13.6,0
5946bc6e38f8ff8fa47a9eebbb59335a4d12b669e5d2ece51428f2865f5768e9b010f4814717acb28ea070ee251fed527894ad9b53db7318bd646b5dae4f48a9,成都,金牛分公司,1,1.0,1.0,1.0,1.0,1.0,5.7,648.59,9.0,1
31c581be74e3c9d6ec3959bded06b99c660fa4c989bbbca5dffc1f2003bf6cdb22c52d4ba9a09408b178d7464a6fd3fb4b4091c0cc2e58266432d6ebfe5f192c,成都,高新分公司,5,,,,,102.56,,,,1
d1596159b110c2fdd8a836cf19a5e7febb29e12620dcfab1a2e805585329fba5bbba1b79e47bfeaf87ed4f58258dc11f1f2124cd76a725efdedc61918d928584,乐山,峨眉分公司,1,206.99,205.6,205.0,205.5,205.6,205.4,205.5,205.1,0
6cd064d8988c60e4b1bee3fed4ff28294a1d0829ce07f57cdc40298830068ff70ec7f6425ad22d084948d3d29afc6f54b43461366676d41930d4235916aa8591,成都,成华分公司,3,,,,,,,,167.21,1
148c3567c79f3942b248997803efadce2436e9390d91918376346d9e61e4ba64ba07a4cd5b8c1c9dfc4e2f8a008613b19665dbe27950f08a7c5ade5ee49a05ad,成都,武侯分公司,1,104.6,107.28,117.8,115.2,184.22,183.52,114.38,155.93,1
534f31f22765c66a732139269322113125e47c8c44b2e044af0a8d56653188fea9151b95bbd34c270452059db57905c1e0182525f04d71ae7456f5681a11091b,绵阳,游仙分公司,1,243.65,124.9,157.96,54.03,96.97,29.52,23.06,99.25,1
70f5fdf9161398f9844b0a7563bfdfc48a3111a8f51ede6a5628cb7a9f199a11499c9edba27fd82bde58977b88b33e88a7e27a253b0b2a6d7dda9f2494659361,广安,岳池县分公司,3,,,,,49.35,45.7,45.7,76.6,1
3805a0ccca298c67f19427c063842d1b11a7e984c6b6b8ff617480eccdc4a6c0b46b0826a4269a94b21564f7e565a5c6597e468283a16827de049f4069518b14,成都,天府新区分公司,1,190.93,176.7,221.61,208.92,233.49,175.58,341.31,209.55,1
b438735728a134db44107e2e2b4ce3bc045592122c847e70b339f08af836437dcf44f4c8cd091ff55c5d9c1517523e4958551ba8c1a9d48709f995bd42b9acd9,成都,高新分公司,5,,,,,191.48,,,,1
6fbe647477bcf749dc839f1dbcccf30ba41fdeb7e20713dd007b4c6ee670766d1d7daab5e5648867a0b6b9e271ac1b70e36409f138bd190673d3eabacde4e8f3,遂宁,船山分公司,2,7.12,14.79,10.22,16.86,7.47,7.13,7.11,9.79,0
355a2d159fa116e52e10c64f50349991dbba6ba278c41fab8fcbab6f38383e963d8d5d904e2e24a7e4ee54c19c0132987734725a5a40e5f9c221b9fe129fbec3,雅安,汉源分公司,4,,,,,44.93,9.0,9.0,9.0,1
44e8d06c156e280db8ed36bc6e471dabab19eea8355f705ca857bea92a22f8f1a4736aa5079281a4c6d5996ff586040c51ac98ead9d3b1f803fdc989d0f0a896,天府新区,直管区,3,4.4,4.4,4.05,3.64,5.44,5.34,3.27,3.32,0
f9c7211c513ed0058719c7382075bc4bfb953e4c1021257b5e97f4e3cce860977ac8cd865f1a1f58a88adad063252304f46dbee09350bc739249456a66cc016e,成都,天府新区分公司,5,,,2.18,101.37,,,,,1
fd1a28efcf12aee18b97fa745acce5d9bb9f686a5a31ca598aa291dec745303a5a8060d5b2c02680ea4b9fe680bcbd598e551f7b0e9771c453956634e7b9b18b,成都,武侯分公司,4,,,,90.75,19.0,6.0,6.0,,1
fe060ea655cdaed473e645a0601b7a4978ba968c89d5dcde1b8d67fe6c338c69e85cdf0d1f4886e49f5e15c378c9211a64f924ba57dffc6ccc059fedd9ac20b2,成都,郫都分公司,5,,,,36.63,,,,,1
883d59bd4f258818fb98e38045b24d2b77b511f1b2ce3a36d3cc100bbb1c8e73ecd6793d3a85ea40aee68272942b9d60a9d2f23cb90b0478e7273c76cd749707,成都,成都直属部门,1,125.66,124.5,116.14,121.1,111.32,112.18,108.51,110.1,0
5768bb1897ace40cc8a8dbeb986e09f12979dbfe2c819fe85689ecaf6b80ca49d9f147ea684bebf63e921f8202831d7f6ac26fda6bbf1c027add853c4a965495,达州,通川区分公司,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
f201521cc63a56ea22dfbd7332563bea711e8644b78dd7b0f8e41f79b7d01efbc52c9feb70a1464d92d7bdb498bc0b471b4a29d619a1ec4c26ab4efd7b098a86,成都,成都直属部门,1,13.3,12.0,12.0,12.0,12.0,12.15,12.45,12.0,0
b8e1274b8e5a2c9c0c2b02c163a2a8303d4555d055fb98c840b283f24983e14242b14ec388251214ff88abe46fc0f3bde28269c2153cf3c1bdb766f19fa68588,成都,青羊分公司,3,,,1.0,101.0,573.8,867.95,115.38,104.13,1
727784510fbc0d8eedb62640a74343e6df2841448b407e12c14a0e0e2f59e2c2d6ac529391721774ec8d6888c36f6f92523e70aec091b7c16ecb4e4550d2b086,遂宁,大英分公司,1,27.05,18.31,10.33,9.95,11.83,17.15,10.5,57.62,0
c339c929c0a0e3e3c9154e2481496e133061ca25dc64b96873ee1e232f7755170f604c76795afaa966f5f5017cdca951530ac7200faf7660a336f7f634bdad82,自贡,荣县分公司,1,101.18,132.2,137.48,133.19,134.42,134.33,134.65,133.79,0
1ec379ed4b3576d339af42ac99d4a5ee6ebcfd7548942007b61d5104e25adb717288cd165745a9c2efd13e951fc5d1c1fb57cec49cd6223e8bf002f63bdfa8c6,成都,金堂分公司,2,89.0,89.0,89.5,118.9,118.7,118.7,118.7,118.7,0
b5d548171816c17475dc5b2c824653aa9d001734ee4fd7a7c65ac53813603f6beaf63bb0e4a4b639f9abb074b4751f67bbe31435667df4ab5495a2df12a89332,凉山,美姑县分公司,2,46.0,32.84,47.58,49.84,17.6,13.0,13.0,13.0,1
